issue,draw_time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
20260512030,2026-05-12 15:34:00,01,03,09,10,05,02,06,07,08,04
20260512031,2026-05-12 15:39:00,07,02,01,09,03,05,04,08,06,10
20260512032,2026-05-12 15:44:00,09,10,02,05,08,06,07,03,04,01
20260512033,2026-05-12 15:49:00,02,08,09,01,05,04,06,03,07,10
20260512034,2026-05-12 15:54:00,02,05,08,09,10,07,03,01,06,04
20260512035,2026-05-12 15:59:00,04,01,10,07,08,02,05,03,06,09
20260512036,2026-05-12 16:04:00,02,05,06,03,08,10,01,04,09,07
20260512037,2026-05-12 16:09:00,02,04,06,09,07,08,01,03,05,10
20260512038,2026-05-12 16:14:00,06,10,05,09,07,04,02,03,08,01
20260512039,2026-05-12 16:19:00,08,03,06,04,07,05,09,10,01,02
20260512040,2026-05-12 16:24:00,08,01,09,02,03,10,04,07,05,06
20260512041,2026-05-12 16:29:00,05,09,03,04,07,06,10,01,08,02
20260512042,2026-05-12 16:34:00,04,06,09,03,07,10,08,05,01,02
20260512043,2026-05-12 16:39:00,05,06,10,07,08,02,03,09,04,01
20260512044,2026-05-12 16:44:00,10,03,08,06,09,04,07,01,05,02
20260512045,2026-05-12 16:49:00,01,09,07,05,08,02,04,10,03,06
20260512046,2026-05-12 16:54:00,07,08,09,05,01,04,10,06,02,03
20260512047,2026-05-12 16:59:00,08,03,01,09,10,06,02,07,04,05
20260512048,2026-05-12 17:04:00,07,04,01,02,10,05,09,03,08,06
20260512049,2026-05-12 17:09:00,06,10,02,03,07,08,01,04,09,05
20260512050,2026-05-12 17:14:00,01,04,09,08,06,10,02,05,03,07
20260512051,2026-05-12 17:19:00,03,07,02,09,04,10,05,01,06,08
20260512052,2026-05-12 17:24:00,06,08,09,02,10,07,03,04,01,05
20260512053,2026-05-12 17:29:00,07,08,04,01,03,06,02,05,10,09
20260512054,2026-05-12 17:34:00,04,05,06,09,08,02,03,10,07,01
20260512055,2026-05-12 17:39:00,01,08,03,06,07,09,05,10,02,04
20260512056,2026-05-12 17:44:00,03,07,02,05,09,01,04,08,10,06
20260512057,2026-05-12 17:49:00,02,04,07,05,10,08,01,09,03,06
20260512058,2026-05-12 17:54:00,02,10,05,08,07,03,06,04,01,09
20260512059,2026-05-12 17:59:00,08,01,03,10,09,04,06,02,05,07
20260512060,2026-05-12 18:04:00,01,08,07,06,02,03,05,04,09,10
20260512061,2026-05-12 18:09:00,04,08,10,03,07,02,09,01,05,06
20260512062,2026-05-12 18:14:00,03,08,10,04,06,07,05,09,02,01
20260512063,2026-05-12 18:19:00,02,07,06,08,03,04,05,01,09,10
20260512064,2026-05-12 18:24:00,01,10,06,02,09,08,05,07,03,04
20260512065,2026-05-12 18:29:00,07,02,10,03,04,09,06,01,08,05
20260512066,2026-05-12 18:34:00,06,04,02,09,01,10,07,03,08,05
20260512067,2026-05-12 18:39:00,06,05,02,04,08,10,03,09,07,01
20260512068,2026-05-12 18:44:00,02,10,04,06,07,03,08,05,09,01
20260512069,2026-05-12 18:49:00,04,03,02,10,05,07,01,06,08,09
20260512070,2026-05-12 18:54:00,10,02,07,09,03,01,08,04,06,05
20260512071,2026-05-12 18:59:00,06,05,09,02,10,08,04,07,03,01
20260512072,2026-05-12 19:04:00,07,02,03,09,04,05,06,01,10,08
20260512073,2026-05-12 19:09:00,06,03,05,01,10,04,02,08,09,07
20260512074,2026-05-12 19:14:00,07,06,01,09,08,05,02,04,03,10
20260512075,2026-05-12 19:19:00,03,02,05,08,01,04,07,09,06,10
20260512076,2026-05-12 19:24:00,09,02,07,08,04,06,01,10,03,05
20260512077,2026-05-12 19:29:00,03,09,04,02,01,06,10,07,05,08
20260512078,2026-05-12 19:34:00,01,07,03,05,02,10,06,09,04,08
20260512079,2026-05-12 19:39:00,06,02,09,10,05,08,03,07,01,04
20260512080,2026-05-12 19:44:00,01,08,03,10,07,09,02,06,04,05
20260512081,2026-05-12 19:49:00,03,09,01,02,05,04,10,06,07,08
20260512082,2026-05-12 19:54:00,09,07,02,04,03,08,06,05,10,01
20260512083,2026-05-12 19:59:00,08,10,06,04,05,02,01,07,03,09
20260512084,2026-05-12 20:04:00,09,03,02,04,10,08,05,07,06,01
20260512085,2026-05-12 20:09:00,09,05,08,07,06,04,03,01,10,02
20260512086,2026-05-12 20:14:00,01,05,03,09,07,06,08,04,02,10
20260512087,2026-05-12 20:19:00,05,07,09,06,04,02,01,10,08,03
20260512088,2026-05-12 20:24:00,02,06,04,03,09,05,10,07,01,08
20260512089,2026-05-12 20:29:00,07,04,05,01,08,02,10,06,09,03
20260512090,2026-05-12 20:34:00,02,08,01,10,07,06,03,05,04,09
20260512091,2026-05-12 20:39:00,08,06,10,01,03,05,07,04,09,02
20260512092,2026-05-12 20:44:00,10,08,01,02,06,04,05,09,03,07
20260512093,2026-05-12 20:49:00,06,04,05,03,01,07,09,10,02,08
20260512094,2026-05-12 20:54:00,01,06,05,02,09,07,10,03,08,04
20260512095,2026-05-12 20:59:00,01,07,09,08,06,04,03,10,05,02
20260512096,2026-05-12 21:04:00,09,05,01,04,03,07,02,10,06,08
20260512097,2026-05-12 21:09:00,08,06,04,07,02,05,09,01,10,03
20260512098,2026-05-12 21:14:00,07,06,08,05,04,03,01,02,10,09
20260512099,2026-05-12 21:19:00,02,07,09,04,05,06,10,08,01,03
20260512100,2026-05-12 21:24:00,10,06,04,05,08,01,02,03,07,09
20260512101,2026-05-12 21:29:00,07,02,03,06,09,05,04,01,08,10
20260512102,2026-05-12 21:34:00,09,08,02,10,06,04,07,05,01,03
20260512103,2026-05-12 21:39:00,06,01,08,04,09,03,05,10,02,07
20260512104,2026-05-12 21:44:00,03,07,08,02,10,05,04,09,06,01
20260512105,2026-05-12 21:49:00,09,07,08,03,02,04,01,06,05,10
20260512106,2026-05-12 21:54:00,06,08,02,01,03,04,07,09,05,10
20260512107,2026-05-12 21:59:00,08,06,01,04,07,03,02,09,10,05
20260512108,2026-05-12 22:04:00,01,08,10,09,06,03,07,05,02,04
20260512109,2026-05-12 22:09:00,06,05,02,04,10,09,08,03,07,01
20260512110,2026-05-12 22:14:00,03,10,02,04,07,01,08,05,06,09
20260512111,2026-05-12 22:19:00,06,10,02,04,07,09,03,08,05,01
20260512112,2026-05-12 22:24:00,03,05,10,08,01,09,02,06,07,04
20260512113,2026-05-12 22:29:00,09,01,07,02,03,05,10,08,04,06
20260512114,2026-05-12 22:34:00,02,10,06,04,09,08,05,07,03,01
20260512115,2026-05-12 22:39:00,06,05,03,07,10,09,08,04,01,02
20260512116,2026-05-12 22:44:00,04,06,07,09,10,08,05,03,01,02
20260512117,2026-05-12 22:49:00,01,02,06,05,04,08,07,09,10,03
20260512118,2026-05-12 22:54:00,08,04,09,06,05,07,02,10,01,03
20260512119,2026-05-12 22:59:00,02,08,01,07,04,09,06,05,03,10
20260512120,2026-05-12 23:04:00,05,06,07,04,08,09,10,03,01,02
20260512121,2026-05-12 23:09:00,10,06,01,08,04,05,03,02,07,09
20260512122,2026-05-12 23:14:00,05,08,04,03,09,10,01,07,06,02
20260512123,2026-05-12 23:19:00,04,08,01,07,06,10,05,09,03,02
20260512124,2026-05-12 23:24:00,08,09,06,04,03,02,05,10,07,01
20260512125,2026-05-12 23:29:00,09,01,03,04,05,06,08,10,02,07
20260512126,2026-05-12 23:34:00,01,05,06,09,04,03,10,02,08,07
20260512127,2026-05-12 23:39:00,07,09,05,02,10,08,03,06,01,04
20260512128,2026-05-12 23:44:00,03,07,08,06,02,09,10,01,04,05
20260512129,2026-05-12 23:49:00,06,08,09,05,04,02,03,10,07,01
20260512130,2026-05-12 23:54:00,08,02,06,04,10,05,07,01,03,09
20260512131,2026-05-12 23:59:00,05,06,10,08,01,04,07,03,09,02
20260512132,2026-05-13 00:04:00,02,05,07,06,09,04,03,08,10,01
20260512133,2026-05-13 00:09:00,03,10,08,05,06,02,04,09,01,07
20260512134,2026-05-13 00:14:00,10,03,06,09,01,05,04,07,08,02
20260512135,2026-05-13 00:19:00,02,05,04,01,07,10,06,09,08,03
20260512136,2026-05-13 00:24:00,10,04,09,07,02,06,08,05,01,03
20260512137,2026-05-13 00:29:00,04,07,01,02,05,03,08,06,09,10
20260512138,2026-05-13 00:34:00,02,03,09,07,04,08,01,10,05,06
20260512139,2026-05-13 00:39:00,02,08,10,09,04,03,01,07,05,06
20260512140,2026-05-13 00:44:00,08,05,09,04,06,07,02,03,01,10
20260512141,2026-05-13 00:49:00,07,10,08,01,05,03,02,04,06,09
20260512142,2026-05-13 00:54:00,10,03,05,06,04,01,08,02,07,09
20260512143,2026-05-13 00:59:00,06,08,02,10,04,01,07,03,05,09
20260512144,2026-05-13 01:04:00,09,08,04,10,06,05,01,02,03,07
20260512145,2026-05-13 01:09:00,10,03,06,05,04,01,09,07,02,08
20260512146,2026-05-13 01:14:00,05,10,02,06,08,01,09,04,03,07
20260512147,2026-05-13 01:19:00,01,08,09,05,03,06,04,10,02,07
20260512148,2026-05-13 01:24:00,05,09,04,03,07,06,01,02,08,10
20260512149,2026-05-13 01:29:00,05,03,09,06,01,08,10,07,02,04
20260512150,2026-05-13 01:34:00,08,07,01,02,03,10,05,09,06,04
20260512151,2026-05-13 01:39:00,08,02,06,09,10,04,01,05,03,07
20260512152,2026-05-13 01:44:00,05,07,04,03,02,10,06,09,08,01
20260512153,2026-05-13 01:49:00,09,04,05,10,08,03,06,07,01,02
20260512154,2026-05-13 01:54:00,04,05,08,09,07,01,03,02,06,10
20260512155,2026-05-13 01:59:00,07,02,04,06,10,05,03,09,08,01
20260512156,2026-05-13 02:04:00,05,04,06,07,10,08,02,01,09,03
20260512157,2026-05-13 02:09:00,04,02,06,10,05,07,03,08,01,09
20260512158,2026-05-13 02:14:00,06,09,10,04,05,03,07,01,08,02
20260512159,2026-05-13 02:19:00,08,02,03,06,09,05,10,07,04,01
20260512160,2026-05-13 02:24:00,02,05,04,09,06,01,10,03,07,08
20260512161,2026-05-13 02:29:00,07,04,08,02,06,03,09,05,10,01
20260512162,2026-05-13 02:34:00,04,02,01,08,09,06,03,05,10,07
20260512163,2026-05-13 02:39:00,04,02,01,08,06,09,05,03,07,10
20260512164,2026-05-13 02:44:00,05,08,01,04,10,06,03,07,09,02
20260512165,2026-05-13 02:49:00,03,06,08,04,05,07,01,09,10,02
20260512166,2026-05-13 02:54:00,09,04,03,07,05,02,06,10,01,08
20260512167,2026-05-13 02:59:00,06,10,04,02,05,08,03,09,07,01
20260512168,2026-05-13 03:04:00,07,06,02,03,09,05,10,08,01,04
20260512169,2026-05-13 03:09:00,01,08,03,02,09,06,05,04,07,10
20260512170,2026-05-13 03:14:00,06,02,07,04,05,09,08,01,03,10
20260512171,2026-05-13 03:19:00,09,07,08,01,04,06,10,05,02,03
20260512172,2026-05-13 03:24:00,04,10,07,06,01,05,08,09,02,03
20260512173,2026-05-13 03:29:00,09,08,03,01,07,10,05,04,02,06
20260512174,2026-05-13 03:34:00,10,02,07,03,06,09,04,08,05,01
20260512175,2026-05-13 03:39:00,02,10,07,09,03,06,05,08,01,04
20260512176,2026-05-13 03:44:00,09,07,02,04,03,08,01,10,06,05
20260512177,2026-05-13 03:49:00,09,08,01,02,06,04,10,07,05,03
20260512178,2026-05-13 03:54:00,09,02,04,01,05,08,03,07,10,06
20260512179,2026-05-13 03:59:00,05,02,08,09,03,01,06,04,07,10
20260512180,2026-05-13 04:04:00,04,08,10,02,09,01,07,05,06,03
20260513001,2026-05-13 13:09:00,10,03,04,09,08,05,06,07,02,01
20260513002,2026-05-13 13:14:00,09,10,03,06,01,08,07,04,05,02
20260513003,2026-05-13 13:19:00,04,08,07,06,03,10,09,05,02,01
20260513004,2026-05-13 13:24:00,07,08,03,04,01,05,02,09,10,06
20260513005,2026-05-13 13:29:00,08,04,10,03,01,06,02,05,09,07
20260513006,2026-05-13 13:34:00,02,07,09,01,03,04,08,10,05,06
20260513007,2026-05-13 13:39:00,01,10,09,05,06,08,07,02,03,04
20260513008,2026-05-13 13:44:00,06,08,02,10,07,03,01,05,09,04
20260513009,2026-05-13 13:49:00,07,09,01,02,08,04,05,03,10,06
20260513010,2026-05-13 13:54:00,06,09,10,01,08,07,02,05,03,04
20260513011,2026-05-13 13:59:00,04,01,07,06,08,02,03,09,05,10
20260513012,2026-05-13 14:04:00,06,07,09,10,04,01,03,05,02,08
20260513013,2026-05-13 14:09:00,04,05,08,03,06,07,10,09,02,01
20260513014,2026-05-13 14:14:00,10,02,04,01,05,09,06,03,08,07
20260513015,2026-05-13 14:19:00,08,05,02,07,03,04,01,10,06,09
20260513016,2026-05-13 14:24:00,07,01,09,10,06,02,03,05,04,08
20260513017,2026-05-13 14:29:00,10,06,05,08,03,01,02,09,04,07
20260513018,2026-05-13 14:34:00,06,03,04,08,07,05,10,09,02,01
20260513019,2026-05-13 14:39:00,07,01,06,10,09,08,04,05,03,02
20260513020,2026-05-13 14:44:00,09,06,05,08,03,02,07,10,01,04
20260513021,2026-05-13 14:49:00,05,07,06,10,03,02,09,04,01,08
20260513022,2026-05-13 14:54:00,05,02,06,04,07,03,01,10,09,08
20260513023,2026-05-13 14:59:00,03,02,06,08,10,09,04,05,07,01
20260513024,2026-05-13 15:04:00,04,07,03,06,08,09,01,10,02,05
20260513025,2026-05-13 15:09:00,04,03,08,01,06,10,02,07,05,09
20260513026,2026-05-13 15:14:00,02,09,08,06,01,04,10,07,03,05
20260513027,2026-05-13 15:19:00,08,07,06,10,02,04,03,01,05,09
20260513028,2026-05-13 15:24:00,08,07,05,10,03,01,06,09,04,02
20260513029,2026-05-13 15:29:00,02,10,09,06,04,05,07,08,03,01
20260513030,2026-05-13 15:34:00,09,06,07,02,10,03,01,05,08,04
20260513031,2026-05-13 15:39:00,08,06,02,07,10,04,09,05,03,01
20260513032,2026-05-13 15:44:00,08,09,02,10,07,04,03,01,06,05
20260513033,2026-05-13 15:49:00,01,06,05,07,09,02,04,08,03,10
20260513034,2026-05-13 15:54:00,03,05,02,08,10,06,01,07,09,04
20260513035,2026-05-13 15:59:00,06,10,07,01,03,02,04,05,08,09
20260513036,2026-05-13 16:04:00,03,10,06,04,09,01,08,05,07,02
20260513037,2026-05-13 16:09:00,01,07,02,05,06,08,04,03,10,09
20260513038,2026-05-13 16:14:00,02,08,01,07,04,05,10,06,03,09
20260513039,2026-05-13 16:19:00,06,02,03,05,04,08,01,07,10,09
20260513040,2026-05-13 16:24:00,05,04,10,03,07,08,06,01,02,09
20260513041,2026-05-13 16:29:00,10,04,07,06,09,02,08,03,01,05
20260513042,2026-05-13 16:34:00,06,09,02,05,10,01,08,07,03,04
20260513043,2026-05-13 16:39:00,05,07,09,10,02,06,04,03,01,08
20260513044,2026-05-13 16:44:00,08,06,07,02,03,05,09,01,10,04
20260513045,2026-05-13 16:49:00,02,04,07,08,03,05,06,10,09,01
20260513046,2026-05-13 16:54:00,08,09,06,10,02,04,07,03,01,05
20260513047,2026-05-13 16:59:00,04,02,05,07,01,09,06,10,03,08
20260513048,2026-05-13 17:04:00,05,08,04,07,06,03,10,02,01,09
20260513049,2026-05-13 17:09:00,06,05,02,01,09,07,04,10,03,08
20260513050,2026-05-13 17:14:00,07,04,03,08,09,06,10,05,02,01
20260513051,2026-05-13 17:19:00,05,02,04,09,01,06,08,07,03,10
20260513052,2026-05-13 17:24:00,06,02,04,08,03,05,10,01,07,09
20260513053,2026-05-13 17:29:00,09,05,03,07,01,02,10,08,04,06
20260513054,2026-05-13 17:34:00,08,01,10,02,05,04,07,09,06,03
20260513055,2026-05-13 17:39:00,05,01,08,06,10,02,07,09,03,04
20260513056,2026-05-13 17:44:00,04,02,01,08,06,10,05,03,09,07
20260513057,2026-05-13 17:49:00,06,04,01,10,08,02,03,07,09,05
20260513058,2026-05-13 17:54:00,08,06,03,09,07,04,10,05,02,01
20260513059,2026-05-13 17:59:00,02,04,06,07,08,05,01,10,03,09
20260513060,2026-05-13 18:04:00,09,01,03,02,08,06,07,04,10,05
20260513061,2026-05-13 18:09:00,01,09,08,06,04,10,07,02,03,05
20260513062,2026-05-13 18:14:00,09,08,02,03,07,01,05,04,06,10
20260513063,2026-05-13 18:19:00,09,08,05,04,06,07,10,02,01,03
20260513064,2026-05-13 18:24:00,06,05,07,09,02,10,04,01,03,08
20260513065,2026-05-13 18:29:00,10,04,01,07,03,09,06,08,05,02
20260513066,2026-05-13 18:34:00,03,02,06,01,07,04,10,08,05,09
20260513067,2026-05-13 18:39:00,09,06,05,03,08,10,01,02,04,07
20260513068,2026-05-13 18:44:00,09,06,07,03,04,01,02,08,05,10
20260513069,2026-05-13 18:49:00,03,05,08,07,01,02,06,09,04,10
20260513070,2026-05-13 18:54:00,02,03,06,09,04,05,08,01,07,10
20260513071,2026-05-13 18:59:00,01,02,08,04,03,07,05,10,06,09
20260513072,2026-05-13 19:04:00,06,05,01,09,08,04,03,02,07,10
20260513073,2026-05-13 19:09:00,01,03,05,10,07,09,02,08,04,06
20260513074,2026-05-13 19:14:00,04,06,01,10,05,08,09,02,03,07
20260513075,2026-05-13 19:19:00,04,07,09,05,10,06,08,01,03,02
20260513076,2026-05-13 19:24:00,09,08,01,07,03,05,10,02,04,06
20260513077,2026-05-13 19:29:00,02,04,07,01,10,05,03,09,06,08
20260513078,2026-05-13 19:34:00,04,07,10,03,06,09,08,02,01,05
20260513079,2026-05-13 19:39:00,03,07,08,05,01,06,09,10,02,04
20260513080,2026-05-13 19:44:00,06,08,05,02,04,07,03,01,10,09
20260513081,2026-05-13 19:49:00,02,08,05,01,03,07,09,04,10,06
20260513082,2026-05-13 19:54:00,06,05,10,01,04,02,03,08,07,09
20260513083,2026-05-13 19:59:00,05,07,02,03,09,04,10,08,01,06
20260513084,2026-05-13 20:04:00,01,08,04,09,06,02,03,07,05,10
20260513085,2026-05-13 20:09:00,05,08,06,10,03,09,07,02,01,04
20260513086,2026-05-13 20:14:00,10,04,06,01,03,07,02,09,05,08
20260513087,2026-05-13 20:19:00,05,03,09,01,10,06,02,07,08,04
20260513088,2026-05-13 20:24:00,02,03,10,07,09,05,04,08,01,06
20260513089,2026-05-13 20:29:00,06,10,04,07,09,03,08,05,01,02
20260513090,2026-05-13 20:34:00,03,10,01,05,07,02,09,04,06,08
20260513091,2026-05-13 20:39:00,03,10,08,04,07,09,05,01,06,02
20260513092,2026-05-13 20:44:00,04,10,05,03,01,02,07,06,08,09
20260513093,2026-05-13 20:49:00,03,01,06,05,08,10,02,04,09,07
20260513094,2026-05-13 20:54:00,05,07,04,02,08,03,10,01,09,06
20260513095,2026-05-13 20:59:00,07,10,03,04,06,02,01,09,05,08
20260513096,2026-05-13 21:04:00,09,06,01,02,07,03,08,10,05,04
20260513097,2026-05-13 21:09:00,07,10,08,09,02,05,04,03,06,01
20260513098,2026-05-13 21:14:00,10,04,06,02,01,08,07,05,09,03
20260513099,2026-05-13 21:19:00,06,07,03,10,02,04,08,01,09,05
20260513100,2026-05-13 21:24:00,04,03,01,10,05,06,08,02,07,09
20260513101,2026-05-13 21:29:00,09,02,07,05,03,01,10,08,04,06
20260513102,2026-05-13 21:34:00,03,09,08,01,05,02,04,07,10,06
20260513103,2026-05-13 21:39:00,10,03,06,05,01,08,02,04,07,09
20260513104,2026-05-13 21:44:00,09,02,04,07,01,05,03,10,06,08
20260513105,2026-05-13 21:49:00,05,07,06,02,09,01,08,10,03,04
20260513106,2026-05-13 21:54:00,04,01,07,06,05,10,08,03,09,02
20260513107,2026-05-13 21:59:00,02,09,08,04,07,05,06,10,03,01
20260513108,2026-05-13 22:04:00,06,02,04,03,08,01,09,10,05,07
20260513109,2026-05-13 22:09:00,02,01,09,04,05,07,10,03,08,06
20260513110,2026-05-13 22:14:00,09,10,04,07,06,02,03,08,05,01
20260513111,2026-05-13 22:19:00,10,01,08,07,05,03,02,06,09,04
20260513112,2026-05-13 22:24:00,09,07,02,08,01,10,04,05,03,06
20260513113,2026-05-13 22:29:00,05,07,09,06,10,04,08,01,03,02
20260513114,2026-05-13 22:34:00,08,02,06,09,05,04,03,01,07,10
20260513115,2026-05-13 22:39:00,06,10,05,04,09,02,03,08,01,07
20260513116,2026-05-13 22:44:00,02,09,03,04,08,06,07,10,05,01
20260513117,2026-05-13 22:49:00,07,01,10,09,08,02,05,03,04,06
20260513118,2026-05-13 22:54:00,10,01,02,09,05,07,06,03,08,04
20260513119,2026-05-13 22:59:00,03,09,04,06,02,07,10,08,01,05
20260513120,2026-05-13 23:04:00,05,01,02,07,04,08,06,03,10,09
20260513121,2026-05-13 23:09:00,05,04,01,06,08,10,03,07,02,09
20260513122,2026-05-13 23:14:00,09,04,01,07,08,06,10,02,05,03
20260513123,2026-05-13 23:19:00,06,07,02,01,05,10,03,04,08,09
20260513124,2026-05-13 23:24:00,01,10,07,08,04,02,09,05,03,06
20260513125,2026-05-13 23:29:00,07,10,06,08,05,02,03,04,09,01
20260513126,2026-05-13 23:34:00,05,10,09,01,03,06,08,07,04,02
20260513127,2026-05-13 23:39:00,01,10,07,04,02,08,06,05,03,09
20260513128,2026-05-13 23:44:00,07,06,05,01,08,03,09,10,04,02
20260513129,2026-05-13 23:49:00,02,04,01,06,09,05,07,10,08,03
20260513130,2026-05-13 23:54:00,05,04,06,09,02,10,01,07,08,03
20260513131,2026-05-13 23:59:00,09,03,01,06,08,07,04,10,02,05
20260513132,2026-05-14 00:04:00,05,07,10,02,04,01,09,06,08,03
20260513133,2026-05-14 00:09:00,01,05,07,08,02,10,03,06,09,04
20260513134,2026-05-14 00:14:00,06,09,07,01,03,10,04,05,08,02
20260513135,2026-05-14 00:19:00,04,06,10,09,02,03,08,01,07,05
20260513136,2026-05-14 00:24:00,09,03,08,10,01,07,06,04,05,02
20260513137,2026-05-14 00:29:00,02,01,07,09,08,10,05,03,06,04
20260513138,2026-05-14 00:34:00,09,08,05,10,07,06,03,01,02,04
20260513139,2026-05-14 00:39:00,04,02,07,09,10,05,01,06,08,03
20260513140,2026-05-14 00:44:00,07,08,10,01,02,05,03,04,06,09
20260513141,2026-05-14 00:49:00,06,01,02,05,09,08,07,10,04,03
20260513142,2026-05-14 00:54:00,01,03,10,07,04,06,08,02,09,05
20260513143,2026-05-14 00:59:00,09,07,04,10,02,05,03,01,06,08
20260513144,2026-05-14 01:04:00,08,05,03,07,09,06,01,10,02,04
20260513145,2026-05-14 01:09:00,03,06,04,02,10,08,07,01,05,09
20260513146,2026-05-14 01:14:00,03,09,04,08,06,02,07,01,05,10
20260513147,2026-05-14 01:19:00,08,02,03,07,10,01,06,04,05,09
20260513148,2026-05-14 01:24:00,05,01,07,03,10,06,09,08,04,02
20260513149,2026-05-14 01:29:00,01,08,09,10,03,02,06,05,04,07
20260513150,2026-05-14 01:34:00,04,07,08,05,02,03,09,06,10,01
20260513151,2026-05-14 01:39:00,08,05,04,09,06,07,02,03,01,10
20260513152,2026-05-14 01:44:00,09,08,01,04,03,05,07,06,02,10
20260513153,2026-05-14 01:49:00,09,08,05,06,04,02,07,10,03,01
20260513154,2026-05-14 01:54:00,05,03,08,10,09,07,02,06,01,04
20260513155,2026-05-14 01:59:00,03,01,04,06,10,07,09,02,05,08
20260513156,2026-05-14 02:04:00,01,07,04,05,08,06,02,03,09,10
20260513157,2026-05-14 02:09:00,03,08,07,01,04,02,06,10,09,05
20260513158,2026-05-14 02:14:00,02,09,08,06,03,07,10,05,04,01
20260513159,2026-05-14 02:19:00,01,06,08,10,04,05,02,09,07,03
20260513160,2026-05-14 02:24:00,04,03,01,05,06,07,08,10,09,02
20260513161,2026-05-14 02:29:00,05,03,10,07,09,02,04,06,01,08
20260513162,2026-05-14 02:34:00,10,01,05,09,07,02,08,06,03,04
20260513163,2026-05-14 02:39:00,01,10,07,04,08,05,03,06,02,09
20260513164,2026-05-14 02:44:00,06,08,09,04,05,01,07,10,02,03
20260513165,2026-05-14 02:49:00,05,10,06,04,02,01,07,03,08,09
20260513166,2026-05-14 02:54:00,02,05,03,09,07,04,06,08,01,10
20260513167,2026-05-14 02:59:00,06,05,02,07,08,10,01,09,03,04
20260513168,2026-05-14 03:04:00,06,10,03,07,01,08,04,05,02,09
20260513169,2026-05-14 03:09:00,03,10,04,07,06,02,01,08,09,05
20260513170,2026-05-14 03:14:00,02,01,04,03,05,09,07,10,06,08
20260513171,2026-05-14 03:19:00,06,07,02,09,05,10,08,01,03,04
20260513172,2026-05-14 03:24:00,10,04,05,01,08,03,06,09,02,07
20260513173,2026-05-14 03:29:00,07,09,02,03,10,06,05,04,08,01
20260513174,2026-05-14 03:34:00,10,03,04,08,02,01,05,09,07,06
20260513175,2026-05-14 03:39:00,02,06,10,09,01,03,04,08,05,07
20260513176,2026-05-14 03:44:00,08,07,10,05,06,09,04,03,02,01
20260513177,2026-05-14 03:49:00,06,03,04,02,05,08,07,09,01,10
20260513178,2026-05-14 03:54:00,04,02,03,07,06,08,10,09,01,05
20260513179,2026-05-14 03:59:00,10,08,06,03,04,05,09,07,01,02
20260513180,2026-05-14 04:04:00,08,07,05,10,02,04,01,09,06,03
20260514001,2026-05-14 13:09:00,03,06,07,08,05,02,09,10,01,04
20260514002,2026-05-14 13:14:00,10,04,03,02,09,05,07,06,01,08
20260514003,2026-05-14 13:19:00,09,05,01,08,06,04,02,07,10,03
20260514004,2026-05-14 13:24:00,03,09,08,10,05,01,07,04,06,02
20260514005,2026-05-14 13:29:00,09,08,03,06,07,01,05,10,02,04
20260514006,2026-05-14 13:34:00,05,08,10,04,01,02,07,03,06,09
20260514007,2026-05-14 13:39:00,03,01,08,05,04,10,09,02,07,06
20260514008,2026-05-14 13:44:00,03,09,05,10,01,06,08,07,04,02
20260514009,2026-05-14 13:49:00,02,06,07,10,01,04,09,03,08,05
20260514010,2026-05-14 13:54:00,03,02,10,09,04,08,05,07,01,06
20260514011,2026-05-14 13:59:00,04,05,01,10,08,07,03,09,06,02
20260514012,2026-05-14 14:04:00,08,07,05,04,10,02,03,06,01,09
20260514013,2026-05-14 14:09:00,05,07,03,06,02,04,09,01,10,08
20260514014,2026-05-14 14:14:00,04,09,10,01,08,07,03,02,06,05
20260514015,2026-05-14 14:19:00,02,03,05,09,07,04,06,01,08,10
20260514016,2026-05-14 14:24:00,05,06,08,03,10,04,01,02,09,07
20260514017,2026-05-14 14:29:00,07,02,03,10,09,08,05,01,06,04
20260514018,2026-05-14 14:34:00,04,08,05,03,01,09,10,06,02,07
20260514019,2026-05-14 14:39:00,09,07,08,06,04,05,02,10,03,01
20260514020,2026-05-14 14:44:00,10,04,07,09,08,01,05,06,03,02
20260514021,2026-05-14 14:49:00,06,02,04,10,07,05,08,01,09,03
20260514022,2026-05-14 14:54:00,02,01,04,10,08,09,07,05,03,06
20260514023,2026-05-14 14:59:00,03,10,07,04,08,06,02,09,05,01
20260514024,2026-05-14 15:04:00,01,03,07,04,09,10,05,02,08,06
20260514025,2026-05-14 15:09:00,02,03,04,07,10,01,09,08,05,06
20260514026,2026-05-14 15:14:00,02,04,01,05,06,08,10,07,03,09
20260514027,2026-05-14 15:19:00,08,10,06,01,04,02,09,03,07,05
20260514028,2026-05-14 15:24:00,04,09,07,01,10,08,06,05,03,02
20260514029,2026-05-14 15:29:00,05,03,10,02,09,04,08,07,01,06
20260514030,2026-05-14 15:34:00,09,10,07,05,08,04,06,03,01,02
20260514031,2026-05-14 15:39:00,03,10,02,09,08,04,07,05,01,06
20260514032,2026-05-14 15:44:00,08,09,06,04,01,10,03,07,02,05
20260514033,2026-05-14 15:49:00,08,03,01,06,07,05,09,04,10,02
20260514034,2026-05-14 15:54:00,08,10,05,03,04,06,09,01,07,02
20260514035,2026-05-14 15:59:00,05,09,06,02,10,07,01,03,04,08
20260514036,2026-05-14 16:04:00,09,07,05,03,08,04,01,02,10,06
